Product_Category,Price,Quantity,Payment_Method,Delivery_Time_Days,Customer_Rating,Discount_Applied,gender,age_category,size,Purchase
Παπούτσια,59.26,1,Αντικαταβολή,4,3,10,Men,Adult,M,1
Φόρεμα,22.37,2,PayPal,6,1,26,Neutral,Adult,XL,1
Μπουφάν,54.42,1,Αντικαταβολή,6,3,21,Men,Adult,M,1
Αξεσουάρ,26.98,3,Κάρτα,5,5,39,Men,Children,XL,1
Παντελόνι,30.71,4,PayPal,7,4,18,Neutral,Children,XL,1
Παπούτσια,36.96,2,Κάρτα,9,3,43,Men,Children,S,1
Μπλούζα,50.9,3,PayPal,8,4,5,Neutral,Youth,S,1
Παπούτσια,57.49,1,Κάρτα,8,5,47,Women,Adult,XL,1
Παντελόνι,41.82,1,Αντικαταβολή,8,4,39,Men,Children,XL,1
Φόρεμα,42.7,4,Κάρτα,8,4,38,Women,Youth,M,1
Μπλούζα,39.94,3,Κάρτα,2,2,19,Neutral,Children,S,1
Μπλούζα,70.95,1,Κάρτα,4,4,2,Women,Children,L,1
Φόρεμα,-7.06,3,Κάρτα,4,4,0,Women,Adult,S,1
Παπούτσια,43.83,2,Κάρτα,8,4,22,Neutral,Youth,XL,1
Μπουφάν,80.9,2,PayPal,5,4,37,Women,Adult,XL,1
Παπούτσια,60.34,4,Κάρτα,7,4,2,Women,Adult,M,1
Παντελόνι,75.34,2,Κάρτα,3,4,33,Neutral,Children,M,1
Αξεσουάρ,9.32,2,PayPal,3,4,16,Women,Adult,S,1
Μπουφάν,25.16,4,PayPal,8,1,47,Neutral,Youth,M,1
Παπούτσια,60.28,4,Αντικαταβολή,9,4,26,Women,Adult,L,1
Αξεσουάρ,81.01,2,Κάρτα,2,5,38,Neutral,Adult,L,1
Αξεσουάρ,27.18,1,Κάρτα,9,5,22,Neutral,Adult,M,1
Φόρεμα,42.24,1,Αντικαταβολή,2,5,37,Women,Children,L,1
Παντελόνι,58.03,2,Κάρτα,5,2,10,Women,Youth,L,1
Παντελόνι,20.95,2,Αντικαταβολή,7,3,14,Women,Children,S,1
Παντελόνι,60.43,2,PayPal,3,4,25,Men,Children,L,1
Μπουφάν,-3.51,2,Κάρτα,4,3,10,Men,Children,XL,1
Μπλούζα,59.84,2,Κάρτα,7,1,6,Men,Children,XL,1
Μπουφάν,30.1,2,PayPal,3,4,46,Neutral,Children,S,1
Παπούτσια,41.05,2,Κάρτα,7,3,47,Women,Youth,M,1
Αξεσουάρ,63.04,2,PayPal,5,3,7,Neutral,Adult,S,1
Αξεσουάρ,58.95,6,PayPal,3,5,4,Men,Children,M,1
Μπλούζα,49.84,2,Αντικαταβολή,6,3,16,Women,Children,M,1
Παπούτσια,69.38,1,PayPal,8,2,22,Neutral,Youth,M,1
Μπλούζα,16.0,3,Αντικαταβολή,5,2,1,Women,Youth,M,1
Αξεσουάρ,54.09,1,PayPal,6,5,26,Neutral,Adult,M,1
Μπουφάν,34.2,5,Αντικαταβολή,9,5,20,Women,Youth,S,1
Παντελόνι,68.36,2,Αντικαταβολή,7,2,6,Men,Adult,M,1
Αξεσουάρ,63.74,1,Αντικαταβολή,5,3,37,Men,Children,L,1
Φόρεμα,64.47,2,Αντικαταβολή,9,5,25,Women,Children,L,1
Παντελόνι,82.91,1,Κάρτα,4,3,29,Neutral,Adult,M,1
Αξεσουάρ,72.53,0,PayPal,5,5,11,Men,Youth,L,0
Μπουφάν,46.85,5,PayPal,5,4,47,Men,Adult,XL,1
Μπλούζα,49.97,3,PayPal,8,3,10,Men,Youth,S,1
Παντελόνι,62.02,1,PayPal,5,5,16,Women,Children,S,1
Μπουφάν,52.72,4,Αντικαταβολή,5,3,9,Women,Youth,M,1
Παπούτσια,64.1,0,Κάρτα,2,3,47,Neutral,Adult,M,0
Φόρεμα,5.39,2,PayPal,6,3,15,Neutral,Adult,XL,1
Παντελόνι,87.62,0,PayPal,5,5,14,Neutral,Children,M,0
Μπλούζα,51.22,4,PayPal,5,3,14,Women,Youth,L,1
Παπούτσια,17.55,4,Αντικαταβολή,7,4,19,Women,Youth,XL,1
Μπουφάν,31.72,2,PayPal,2,1,3,Neutral,Youth,L,1
Φόρεμα,7.41,2,PayPal,3,5,31,Neutral,Children,S,1
Μπλούζα,28.2,3,Κάρτα,9,3,21,Women,Youth,L,1
Μπουφάν,47.16,1,Αντικαταβολή,7,3,34,Neutral,Adult,S,1
Μπουφάν,80.29,4,Κάρτα,7,4,13,Men,Youth,L,1
Παντελόνι,58.21,0,PayPal,8,5,29,Women,Children,S,0
Παντελόνι,54.66,2,Αντικαταβολή,8,5,30,Neutral,Youth,M,1
Μπλούζα,27.3,0,PayPal,9,3,9,Women,Youth,L,0
Αξεσουάρ,33.51,0,PayPal,2,5,5,Men,Adult,S,0
Αξεσουάρ,35.06,6,Αντικαταβολή,9,4,26,Women,Youth,L,1
Μπουφάν,35.88,2,Κάρτα,2,2,10,Women,Adult,XL,1
Παντελόνι,42.97,1,Αντικαταβολή,8,5,35,Women,Adult,M,1
Φόρεμα,44.48,2,Αντικαταβολή,2,4,9,Women,Children,S,1
Φόρεμα,43.22,4,Κάρτα,7,4,15,Men,Adult,XL,1
Μπουφάν,36.57,1,Αντικαταβολή,7,5,23,Women,Adult,L,1
Παντελόνι,52.7,5,Κάρτα,8,4,20,Women,Children,XL,1
Μπλούζα,43.71,1,Κάρτα,5,1,39,Neutral,Adult,L,1
Μπλούζα,18.09,0,Αντικαταβολή,2,5,40,Women,Children,M,0
Μπλούζα,50.69,1,Αντικαταβολή,9,3,35,Neutral,Youth,XL,1
Φόρεμα,47.66,1,Κάρτα,2,4,48,Men,Children,M,1
Παντελόνι,18.41,0,Κάρτα,8,3,41,Men,Adult,S,0
Παντελόνι,38.17,4,Κάρτα,7,3,44,Men,Children,L,1
Φόρεμα,61.94,1,Κάρτα,7,5,22,Men,Adult,L,1
Μπλούζα,27.27,2,Κάρτα,2,4,20,Neutral,Youth,M,1
Μπλούζα,25.16,4,Αντικαταβολή,5,4,31,Women,Children,M,1
Μπουφάν,43.5,2,PayPal,4,5,16,Men,Youth,S,1
Αξεσουάρ,62.46,4,Αντικαταβολή,4,3,16,Women,Adult,XL,1
Παπούτσια,86.21,2,PayPal,9,4,20,Neutral,Adult,L,1
Αξεσουάρ,63.18,4,Κάρτα,3,5,3,Neutral,Youth,L,1
Παντελόνι,71.7,4,Αντικαταβολή,5,5,22,Neutral,Children,S,1
Παντελόνι,56.93,3,PayPal,7,4,24,Men,Children,S,1
Παντελόνι,36.3,3,Κάρτα,2,4,31,Women,Adult,M,1
Αξεσουάρ,63.03,1,Αντικαταβολή,8,4,5,Women,Youth,M,1
Παπούτσια,48.29,1,PayPal,2,4,13,Women,Youth,XL,1
Μπουφάν,57.54,3,Αντικαταβολή,9,3,40,Neutral,Children,S,1
Αξεσουάρ,31.08,2,PayPal,9,5,37,Men,Children,XL,1
Παπούτσια,59.33,3,Αντικαταβολή,2,2,41,Neutral,Children,S,1
Μπλούζα,47.59,1,Αντικαταβολή,9,5,37,Neutral,Youth,L,1
Μπλούζα,54.63,2,PayPal,9,5,40,Women,Children,S,1
Παντελόνι,48.3,2,Αντικαταβολή,9,3,44,Neutral,Children,S,1
Φόρεμα,44.46,2,Αντικαταβολή,4,1,15,Women,Adult,L,1
Παντελόνι,59.69,1,Κάρτα,8,5,31,Men,Children,S,1
Φόρεμα,41.88,2,PayPal,7,5,15,Women,Children,XL,1
Παπούτσια,18.23,2,Αντικαταβολή,8,5,18,Men,Youth,M,1
Μπλούζα,12.52,1,PayPal,2,3,36,Women,Youth,M,1
Αξεσουάρ,53.69,2,Αντικαταβολή,2,2,42,Neutral,Adult,XL,1
Φόρεμα,41.06,4,PayPal,4,5,20,Neutral,Children,L,1
Παπούτσια,15.42,3,PayPal,2,3,14,Men,Adult,S,1
Μπλούζα,52.13,0,Κάρτα,9,5,25,Men,Youth,XL,0
Αξεσουάρ,48.12,4,Κάρτα,8,2,29,Men,Adult,M,1
Φόρεμα,40.01,2,PayPal,3,5,39,Women,Youth,M,1
Παντελόνι,54.94,2,Αντικαταβολή,7,2,14,Women,Adult,XL,1
Παντελόνι,76.3,2,PayPal,8,5,42,Men,Adult,M,1
Παντελόνι,75.69,3,Αντικαταβολή,6,4,12,Neutral,Children,XL,1
Παπούτσια,52.88,0,PayPal,8,5,26,Women,Adult,M,0
Παντελόνι,48.31,1,Κάρτα,8,1,22,Women,Children,XL,1
Μπουφάν,53.15,1,Κάρτα,3,3,33,Women,Children,S,1
Μπλούζα,56.18,1,Αντικαταβολή,9,2,33,Men,Children,S,1
Παπούτσια,44.63,2,PayPal,5,5,22,Men,Children,S,1
Αξεσουάρ,53.49,1,Αντικαταβολή,8,4,43,Men,Adult,S,1
Παντελόνι,18.53,1,Κάρτα,3,4,19,Men,Youth,M,1
Μπλούζα,51.63,1,PayPal,3,2,8,Men,Youth,L,1
Φόρεμα,59.54,3,Κάρτα,8,4,19,Neutral,Youth,XL,1
Παντελόνι,40.2,0,Κάρτα,8,4,46,Neutral,Adult,L,0
Μπλούζα,48.09,1,PayPal,4,3,38,Men,Children,M,1
Μπουφάν,27.77,1,Αντικαταβολή,5,5,13,Women,Youth,M,1
Φόρεμα,24.99,3,PayPal,8,2,48,Men,Adult,L,1
Μπουφάν,54.22,4,Κάρτα,7,4,25,Neutral,Children,L,1
Αξεσουάρ,35.41,1,Κάρτα,8,5,26,Neutral,Youth,M,1
Μπλούζα,14.46,2,Κάρτα,7,5,33,Women,Children,M,1
Μπουφάν,27.76,4,Κάρτα,3,5,28,Neutral,Youth,XL,1
Αξεσουάρ,30.67,2,Αντικαταβολή,6,3,31,Men,Youth,S,1
Μπλούζα,65.49,0,PayPal,3,4,40,Women,Youth,S,0
Μπλούζα,53.58,0,PayPal,2,2,44,Men,Children,XL,0
Μπουφάν,32.57,2,Αντικαταβολή,4,2,4,Men,Adult,L,1
Μπλούζα,38.24,4,Αντικαταβολή,2,4,3,Women,Children,M,1
Παντελόνι,76.24,0,Κάρτα,9,5,22,Men,Youth,L,0
Μπλούζα,68.72,0,PayPal,5,2,20,Neutral,Children,S,0
Παπούτσια,27.64,0,PayPal,5,2,32,Men,Adult,S,0
Αξεσουάρ,73.27,2,PayPal,4,4,40,Women,Children,L,1
Μπλούζα,48.39,1,Αντικαταβολή,3,3,23,Women,Adult,S,1
Παπούτσια,65.99,3,Κάρτα,5,4,15,Women,Adult,M,1
Μπλούζα,46.73,1,Κάρτα,6,3,31,Men,Children,XL,1
Μπλούζα,73.72,3,PayPal,8,2,18,Women,Youth,L,1
Μπουφάν,26.81,2,Κάρτα,4,4,25,Women,Adult,M,1
Παντελόνι,44.89,1,Αντικαταβολή,2,5,2,Men,Children,M,1
Αξεσουάρ,74.33,2,Αντικαταβολή,6,5,34,Neutral,Adult,S,1
Παντελόνι,2.15,2,PayPal,8,5,38,Men,Youth,M,1
Φόρεμα,49.08,1,Κάρτα,8,3,17,Women,Children,L,1
Μπουφάν,42.13,3,Αντικαταβολή,7,5,6,Women,Children,M,1
Μπουφάν,63.69,1,Αντικαταβολή,4,4,31,Men,Children,XL,1
Παντελόνι,71.4,1,Αντικαταβολή,6,5,23,Neutral,Youth,M,1
Μπουφάν,64.61,1,Αντικαταβολή,8,4,15,Women,Adult,M,1
Παντελόνι,54.82,0,Κάρτα,4,3,23,Women,Children,XL,0
Μπουφάν,50.81,2,Αντικαταβολή,2,3,3,Women,Adult,M,1
Μπλούζα,43.15,2,Αντικαταβολή,3,4,44,Men,Adult,M,1
Παντελόνι,54.2,1,Κάρτα,4,2,31,Women,Youth,S,1
Παντελόνι,79.19,2,PayPal,5,5,41,Neutral,Children,L,1
Παπούτσια,33.39,0,PayPal,9,3,33,Women,Adult,S,0
Μπουφάν,41.96,3,Αντικαταβολή,2,3,18,Women,Children,L,1
Μπουφάν,48.49,2,PayPal,2,3,13,Neutral,Children,XL,1
Παντελόνι,70.02,1,Κάρτα,6,1,37,Women,Youth,XL,1
Μπλούζα,54.47,3,Αντικαταβολή,5,5,12,Men,Children,XL,1
Μπλούζα,69.67,1,Κάρτα,6,4,21,Men,Children,L,1
Αξεσουάρ,70.68,2,PayPal,9,5,30,Men,Adult,L,1
Μπλούζα,61.84,2,PayPal,7,1,43,Neutral,Youth,L,1
Μπουφάν,28.72,0,Αντικαταβολή,2,5,43,Women,Children,XL,0
Παπούτσια,83.22,6,PayPal,4,3,29,Men,Adult,L,1
Παντελόνι,78.25,2,Αντικαταβολή,7,5,22,Neutral,Youth,M,1
Φόρεμα,51.27,0,Αντικαταβολή,5,2,11,Women,Youth,S,0
Παπούτσια,22.36,3,Κάρτα,2,5,42,Neutral,Adult,XL,1
Φόρεμα,18.79,1,PayPal,8,4,13,Men,Adult,S,1
Παπούτσια,55.09,1,PayPal,5,4,35,Men,Adult,M,1
Μπλούζα,35.96,2,Αντικαταβολή,7,2,44,Men,Adult,L,1
Μπουφάν,15.66,2,Αντικαταβολή,4,4,7,Neutral,Adult,S,1
Φόρεμα,18.41,1,Αντικαταβολή,3,1,23,Neutral,Children,M,1
Παπούτσια,40.6,3,Αντικαταβολή,6,4,2,Men,Children,M,1
Μπουφάν,53.9,0,Κάρτα,8,4,13,Neutral,Youth,S,0
Φόρεμα,78.11,4,PayPal,6,5,49,Men,Children,XL,1
Παντελόνι,59.68,0,Κάρτα,9,5,10,Men,Children,S,0
Παπούτσια,42.37,4,PayPal,9,3,44,Women,Children,XL,1
Παντελόνι,57.6,0,Κάρτα,7,3,37,Neutral,Adult,L,0
Μπλούζα,55.81,0,Αντικαταβολή,2,3,27,Men,Youth,XL,0
Παντελόνι,64.79,1,Κάρτα,2,5,22,Men,Youth,L,1
Παντελόνι,49.2,2,Κάρτα,4,5,17,Neutral,Youth,S,1
Αξεσουάρ,70.72,2,Αντικαταβολή,9,5,19,Women,Youth,L,1
Παπούτσια,66.49,3,Αντικαταβολή,2,5,32,Women,Children,M,1
Μπλούζα,51.65,3,PayPal,2,5,1,Men,Children,L,1
Παντελόνι,47.62,3,PayPal,2,5,38,Neutral,Adult,XL,1
Μπουφάν,68.39,0,Κάρτα,5,4,36,Women,Youth,XL,0
Φόρεμα,35.73,1,Κάρτα,5,5,25,Neutral,Children,XL,1
Παντελόνι,19.87,1,Κάρτα,9,5,1,Neutral,Children,L,1
Μπλούζα,19.75,1,Αντικαταβολή,3,3,2,Men,Adult,XL,1
Παντελόνι,34.07,1,PayPal,9,1,19,Women,Adult,XL,1
Φόρεμα,63.19,1,Κάρτα,5,3,9,Men,Adult,M,1
Μπλούζα,41.54,3,PayPal,9,5,41,Women,Children,L,1
Παπούτσια,54.09,2,PayPal,8,4,20,Women,Children,M,1
Μπλούζα,40.09,5,Αντικαταβολή,8,3,39,Women,Adult,XL,1
Παπούτσια,40.25,1,Αντικαταβολή,6,5,8,Women,Youth,XL,1
Μπλούζα,29.49,2,Κάρτα,8,2,1,Women,Adult,XL,1
Φόρεμα,48.16,1,Κάρτα,7,5,27,Neutral,Adult,L,1
Φόρεμα,46.5,0,Κάρτα,3,5,2,Men,Adult,S,0
Μπλούζα,58.25,2,Κάρτα,2,5,15,Neutral,Adult,XL,1
Παντελόνι,55.75,1,Κάρτα,6,3,3,Women,Children,XL,1
Φόρεμα,46.06,1,PayPal,3,5,22,Men,Youth,XL,1
Παπούτσια,19.88,2,PayPal,7,3,29,Women,Adult,XL,1
Παπούτσια,71.41,2,Αντικαταβολή,3,4,37,Men,Youth,L,1
Μπουφάν,48.3,2,Αντικαταβολή,6,4,12,Neutral,Youth,S,1
Αξεσουάρ,51.59,4,PayPal,3,4,5,Men,Youth,S,1
Αξεσουάρ,82.01,1,Αντικαταβολή,6,5,9,Men,Adult,S,1
Αξεσουάρ,68.16,1,Αντικαταβολή,3,4,16,Men,Children,XL,1
Παπούτσια,58.93,3,Κάρτα,3,5,7,Men,Adult,XL,1
Μπουφάν,49.95,3,Αντικαταβολή,8,3,8,Men,Youth,S,1
Αξεσουάρ,49.77,2,Αντικαταβολή,3,4,33,Women,Youth,S,1
Αξεσουάρ,54.8,2,Αντικαταβολή,6,4,16,Men,Children,XL,1
Μπλούζα,58.14,1,PayPal,3,3,42,Men,Adult,XL,1
Μπλούζα,84.23,4,PayPal,9,5,49,Neutral,Youth,M,1
Μπλούζα,99.47,2,Κάρτα,8,5,21,Men,Children,M,1
Παντελόνι,55.81,5,Αντικαταβολή,7,4,2,Neutral,Youth,M,1
Αξεσουάρ,6.93,3,PayPal,7,5,40,Women,Children,S,1
Παντελόνι,30.97,3,Κάρτα,5,4,39,Men,Children,L,1
Μπουφάν,86.23,1,Αντικαταβολή,5,1,28,Neutral,Adult,XL,1
Παπούτσια,64.37,4,Κάρτα,5,4,38,Neutral,Youth,M,1
Αξεσουάρ,58.52,0,Κάρτα,5,4,26,Women,Adult,L,0
Παπούτσια,46.66,1,Αντικαταβολή,9,5,38,Men,Youth,XL,1
Μπλούζα,26.22,2,PayPal,5,1,39,Men,Adult,L,1
Αξεσουάρ,83.56,0,Αντικαταβολή,7,4,36,Neutral,Youth,S,0
Φόρεμα,33.54,2,Αντικαταβολή,2,2,2,Men,Adult,S,1
Παντελόνι,64.59,1,Αντικαταβολή,3,2,18,Neutral,Children,S,1
Παντελόνι,23.99,2,PayPal,7,4,33,Men,Youth,M,1
Αξεσουάρ,45.69,6,Αντικαταβολή,7,3,13,Neutral,Youth,XL,1
Μπλούζα,69.86,3,PayPal,4,5,20,Men,Children,S,1
Παντελόνι,45.01,3,Κάρτα,2,4,1,Women,Adult,M,1
Μπλούζα,42.63,2,PayPal,6,3,9,Men,Youth,M,1
Μπουφάν,50.21,3,Κάρτα,8,4,41,Men,Youth,M,1
Παπούτσια,23.28,2,Κάρτα,2,1,16,Women,Adult,M,1
Φόρεμα,19.52,1,Αντικαταβολή,4,5,1,Men,Children,S,1
Παπούτσια,64.28,4,PayPal,7,1,26,Women,Adult,M,1
Παπούτσια,41.56,4,Κάρτα,2,1,0,Men,Adult,S,1
Μπουφάν,64.13,5,Κάρτα,3,4,49,Neutral,Adult,S,1
Παντελόνι,72.36,0,PayPal,5,5,35,Neutral,Youth,M,0
Φόρεμα,73.97,1,PayPal,3,5,32,Men,Children,S,1
Παντελόνι,17.58,0,Κάρτα,2,3,21,Men,Children,XL,0
Αξεσουάρ,36.04,1,Κάρτα,7,3,48,Men,Adult,XL,1
Παπούτσια,60.75,1,PayPal,7,4,34,Neutral,Youth,L,1
Αξεσουάρ,61.06,1,PayPal,4,5,33,Men,Adult,XL,1
Μπλούζα,94.99,0,Κάρτα,6,4,17,Neutral,Youth,S,0
Παπούτσια,31.85,3,Αντικαταβολή,3,4,35,Women,Youth,S,1
Παντελόνι,73.36,2,PayPal,4,2,2,Neutral,Youth,XL,1
Παπούτσια,57.45,0,Κάρτα,6,3,43,Neutral,Youth,M,0
Μπλούζα,17.2,1,Κάρτα,5,4,15,Women,Children,M,1
Μπουφάν,39.04,2,Αντικαταβολή,3,2,10,Neutral,Youth,S,1
Αξεσουάρ,55.25,7,PayPal,7,3,9,Men,Youth,M,1
Αξεσουάρ,15.91,5,Κάρτα,3,3,41,Men,Adult,L,1
Παντελόνι,8.52,3,Αντικαταβολή,7,4,20,Neutral,Adult,L,1
Παπούτσια,14.78,0,PayPal,7,1,24,Men,Children,XL,0
Παντελόνι,55.18,1,Αντικαταβολή,5,4,34,Neutral,Adult,XL,1
Μπουφάν,40.31,2,Κάρτα,5,5,5,Men,Youth,M,1
Παπούτσια,37.6,1,Αντικαταβολή,2,1,45,Men,Adult,S,1
Παπούτσια,38.29,1,Κάρτα,6,4,43,Neutral,Children,XL,1
Παντελόνι,21.52,1,Κάρτα,4,5,7,Men,Adult,L,1
Παντελόνι,40.87,5,Αντικαταβολή,8,3,33,Neutral,Adult,XL,1
Μπλούζα,13.59,2,Αντικαταβολή,8,2,40,Men,Children,XL,1
Μπουφάν,73.75,1,Κάρτα,5,1,45,Men,Children,L,1
Μπλούζα,83.85,3,Αντικαταβολή,2,4,0,Women,Youth,S,1
Αξεσουάρ,3.48,5,PayPal,6,4,2,Women,Adult,XL,1
Παπούτσια,40.62,1,PayPal,9,3,37,Neutral,Youth,XL,1
Παντελόνι,41.92,3,Αντικαταβολή,6,5,26,Women,Adult,XL,1
Παπούτσια,46.51,1,Αντικαταβολή,3,5,12,Neutral,Adult,M,1
Παπούτσια,70.03,3,PayPal,2,3,42,Women,Youth,XL,1
Φόρεμα,40.68,5,Κάρτα,2,5,46,Men,Adult,L,1
Αξεσουάρ,48.23,2,Κάρτα,3,3,49,Neutral,Adult,S,1
Φόρεμα,109.58,1,PayPal,8,5,18,Neutral,Adult,S,1
Παπούτσια,47.77,0,Κάρτα,4,2,18,Men,Children,L,0
Παντελόνι,85.32,1,Αντικαταβολή,8,5,5,Neutral,Youth,M,1
Παπούτσια,60.04,3,Αντικαταβολή,5,3,46,Neutral,Children,L,1
Αξεσουάρ,38.93,4,PayPal,7,4,13,Women,Youth,S,1
Φόρεμα,35.59,1,PayPal,3,3,4,Neutral,Youth,L,1
Παντελόνι,49.85,5,PayPal,5,5,42,Men,Adult,M,1
Παπούτσια,27.47,2,PayPal,7,2,44,Women,Youth,S,1
Μπουφάν,32.72,3,Κάρτα,2,3,44,Women,Children,M,1
Αξεσουάρ,41.54,1,Κάρτα,8,3,35,Men,Children,L,1
Αξεσουάρ,55.87,3,Κάρτα,3,1,8,Men,Children,XL,1
Μπουφάν,86.52,1,Αντικαταβολή,7,5,22,Women,Youth,L,1
Παπούτσια,40.3,5,Αντικαταβολή,4,5,31,Neutral,Children,M,1
Αξεσουάρ,59.23,4,PayPal,5,5,28,Women,Youth,L,1
Παντελόνι,17.44,2,PayPal,8,5,44,Men,Children,XL,1
Παπούτσια,71.21,3,Κάρτα,5,1,27,Women,Children,M,1
Παπούτσια,15.57,1,Κάρτα,5,2,39,Men,Youth,L,1
Φόρεμα,65.97,2,Κάρτα,2,4,10,Women,Children,M,1
Αξεσουάρ,48.38,1,PayPal,8,5,18,Neutral,Adult,M,1
Αξεσουάρ,47.59,5,Κάρτα,7,5,0,Women,Youth,S,1
Μπουφάν,43.99,1,PayPal,5,4,8,Women,Youth,S,1
Φόρεμα,23.97,2,PayPal,6,2,1,Men,Youth,M,1
Φόρεμα,25.03,0,Αντικαταβολή,8,3,3,Men,Adult,L,0
Αξεσουάρ,66.73,1,Αντικαταβολή,5,4,28,Men,Youth,L,1
Παπούτσια,50.24,0,PayPal,2,5,3,Women,Children,L,0
Φόρεμα,43.85,3,Κάρτα,3,1,0,Neutral,Children,XL,1
Μπουφάν,58.87,0,PayPal,5,5,27,Men,Children,M,0
Φόρεμα,52.03,4,PayPal,5,5,17,Men,Youth,M,1
Μπουφάν,34.14,1,PayPal,3,5,45,Women,Children,XL,1
Φόρεμα,99.22,2,PayPal,7,5,12,Men,Youth,M,1
Μπουφάν,64.82,2,Αντικαταβολή,7,1,39,Neutral,Children,M,1
Φόρεμα,52.54,2,Αντικαταβολή,9,5,5,Neutral,Adult,XL,1
Φόρεμα,39.73,1,PayPal,6,4,48,Men,Adult,S,1
Παντελόνι,69.06,2,Αντικαταβολή,2,5,42,Men,Adult,M,1
Μπουφάν,34.25,0,Αντικαταβολή,3,3,46,Women,Adult,XL,0
Μπουφάν,32.56,5,Κάρτα,2,4,38,Neutral,Youth,L,1
Μπουφάν,83.87,4,Αντικαταβολή,7,1,21,Neutral,Children,S,1
Μπλούζα,50.61,4,Αντικαταβολή,3,1,29,Men,Adult,L,1
Φόρεμα,34.73,1,PayPal,4,5,26,Women,Youth,M,1
Μπουφάν,50.11,1,Αντικαταβολή,6,5,7,Neutral,Adult,S,1
Αξεσουάρ,67.0,3,Αντικαταβολή,9,4,42,Neutral,Adult,XL,1
Μπλούζα,62.43,1,Αντικαταβολή,4,4,27,Women,Youth,M,1
Παντελόνι,69.49,3,PayPal,7,5,1,Women,Youth,XL,1
Μπουφάν,25.01,0,PayPal,8,3,19,Neutral,Children,S,0
Μπουφάν,68.98,1,Αντικαταβολή,3,5,10,Neutral,Children,L,1
Μπλούζα,46.42,3,PayPal,7,4,13,Women,Adult,M,1
Φόρεμα,51.78,2,PayPal,3,4,23,Neutral,Adult,M,1
Αξεσουάρ,74.19,3,Κάρτα,2,5,12,Men,Children,XL,1
Παντελόνι,64.05,2,Αντικαταβολή,3,4,7,Men,Children,S,1
Μπουφάν,57.02,1,Κάρτα,7,4,43,Women,Youth,XL,1
Φόρεμα,10.32,2,Αντικαταβολή,2,5,20,Women,Children,S,1
Αξεσουάρ,49.09,1,Αντικαταβολή,2,5,21,Women,Children,M,1
Αξεσουάρ,34.31,1,Κάρτα,3,5,8,Men,Adult,S,1
Παντελόνι,64.22,3,Κάρτα,2,4,41,Neutral,Children,M,1
Παπούτσια,69.82,6,Αντικαταβολή,9,3,42,Men,Adult,S,1
Αξεσουάρ,43.96,1,Κάρτα,9,3,10,Neutral,Children,L,1
Παπούτσια,36.66,2,Κάρτα,7,1,15,Men,Youth,S,1
Αξεσουάρ,81.13,5,PayPal,8,5,49,Neutral,Children,L,1
Παντελόνι,37.94,2,Αντικαταβολή,6,3,8,Men,Children,S,1
Μπλούζα,26.11,0,PayPal,4,4,2,Women,Children,S,0
Παντελόνι,33.35,4,Αντικαταβολή,9,5,35,Men,Adult,XL,1
Παντελόνι,38.9,1,PayPal,3,5,41,Neutral,Youth,XL,1
Μπλούζα,32.77,1,Αντικαταβολή,9,1,12,Men,Children,M,1
Μπλούζα,66.91,0,PayPal,2,3,0,Men,Adult,XL,0
Φόρεμα,6.04,1,Αντικαταβολή,2,5,43,Men,Youth,S,1
Αξεσουάρ,32.35,3,PayPal,7,4,10,Women,Adult,XL,1
Φόρεμα,49.05,3,Κάρτα,2,5,23,Men,Adult,S,1
Μπλούζα,54.2,2,Αντικαταβολή,2,5,4,Women,Youth,L,1
Παπούτσια,83.84,0,Κάρτα,6,4,1,Women,Children,S,0
Παπούτσια,80.9,2,PayPal,8,4,16,Men,Adult,M,1
Παντελόνι,17.99,1,Αντικαταβολή,3,4,16,Men,Adult,L,1
Μπουφάν,11.84,3,PayPal,3,5,19,Men,Children,M,1
Παντελόνι,50.5,0,PayPal,7,4,14,Neutral,Children,M,0
Παντελόνι,36.54,1,Κάρτα,6,5,3,Men,Youth,M,1
Μπουφάν,26.16,3,Αντικαταβολή,6,5,10,Women,Youth,XL,1
Αξεσουάρ,50.32,4,PayPal,6,3,22,Men,Youth,M,1
Μπλούζα,54.61,0,Κάρτα,3,5,0,Neutral,Children,L,0
Παπούτσια,33.22,2,Κάρτα,8,4,41,Men,Adult,S,1
Παντελόνι,37.52,1,Κάρτα,5,5,49,Neutral,Adult,M,1
Μπουφάν,34.76,1,Κάρτα,7,2,46,Neutral,Youth,L,1
Φόρεμα,41.77,2,PayPal,7,3,3,Men,Children,M,1
Παντελόνι,60.83,1,PayPal,4,3,37,Women,Adult,S,1
Παπούτσια,28.44,4,PayPal,9,3,1,Neutral,Youth,L,1
Μπλούζα,37.19,3,Αντικαταβολή,9,3,44,Men,Adult,L,1
Παντελόνι,42.01,3,Αντικαταβολή,6,5,26,Men,Adult,S,1
Παντελόνι,49.86,3,Κάρτα,9,4,33,Women,Children,L,1
Αξεσουάρ,55.52,4,PayPal,6,5,12,Neutral,Children,S,1
Μπουφάν,90.85,1,Κάρτα,3,4,46,Neutral,Adult,L,1
Φόρεμα,61.44,3,PayPal,8,2,17,Men,Youth,L,1
Φόρεμα,61.92,3,Αντικαταβολή,7,4,10,Men,Children,S,1
Μπλούζα,44.67,3,Κάρτα,9,5,4,Women,Adult,S,1
Παπούτσια,30.4,4,PayPal,3,4,28,Women,Children,L,1
Μπλούζα,39.44,1,PayPal,8,1,24,Neutral,Children,L,1
